File,Start Line #,End Line #,Start Column #,End Column #,TarantulaRater,OchiaiRater,IntensityRater,DBB Size
C:\Users\Chris\Documents\Visual Studio 2010\Projects\PexFaultLocalization\SiemensSuite\PrintTokens2\PrintTokens2\original.cs,266,266,17,53,0,0,2,3
C:\Users\Chris\Documents\Visual Studio 2010\Projects\PexFaultLocalization\SiemensSuite\PrintTokens2\PrintTokens2\original.cs,267,267,13,14,0,0,2,3
C:\Users\Chris\Documents\Visual Studio 2010\Projects\PexFaultLocalization\SiemensSuite\PrintTokens2\PrintTokens2\original.cs,233,233,47,69,0,0,4,1
C:\Users\Chris\Documents\Visual Studio 2010\Projects\PexFaultLocalization\SiemensSuite\PrintTokens2\PrintTokens2\original.cs,375,375,25,39,0,0,6,1
C:\Users\Chris\Documents\Visual Studio 2010\Projects\PexFaultLocalization\SiemensSuite\PrintTokens2\PrintTokens2\original.cs,425,425,9,10,0,0,7,3
C:\Users\Chris\Documents\Visual Studio 2010\Projects\PexFaultLocalization\SiemensSuite\PrintTokens2\PrintTokens2\original.cs,426,426,13,33,0,0,7,3
C:\Users\Chris\Documents\Visual Studio 2010\Projects\PexFaultLocalization\SiemensSuite\PrintTokens2\PrintTokens2\original.cs,431,431,13,33,0,0,6,1
C:\Users\Chris\Documents\Visual Studio 2010\Projects\PexFaultLocalization\SiemensSuite\PrintTokens2\PrintTokens2\original.cs,436,436,13,33,0,0,5,1
C:\Users\Chris\Documents\Visual Studio 2010\Projects\PexFaultLocalization\SiemensSuite\PrintTokens2\PrintTokens2\original.cs,441,441,13,33,0,0,4,1
C:\Users\Chris\Documents\Visual Studio 2010\Projects\PexFaultLocalization\SiemensSuite\PrintTokens2\PrintTokens2\original.cs,446,446,13,33,0,0,3,1
C:\Users\Chris\Documents\Visual Studio 2010\Projects\PexFaultLocalization\SiemensSuite\PrintTokens2\PrintTokens2\original.cs,447,447,13,14,0,0,1,3
C:\Users\Chris\Documents\Visual Studio 2010\Projects\PexFaultLocalization\SiemensSuite\PrintTokens2\PrintTokens2\original.cs,448,448,17,49,0,0,1,3
C:\Users\Chris\Documents\Visual Studio 2010\Projects\PexFaultLocalization\SiemensSuite\PrintTokens2\PrintTokens2\original.cs,449,449,17,24,0,0,1,3
C:\Users\Chris\Documents\Visual Studio 2010\Projects\PexFaultLocalization\SiemensSuite\PrintTokens2\PrintTokens2\original.cs,458,458,9,10,0,0,7,3
C:\Users\Chris\Documents\Visual Studio 2010\Projects\PexFaultLocalization\SiemensSuite\PrintTokens2\PrintTokens2\original.cs,398,398,25,29,0,0,14,2
C:\Users\Chris\Documents\Visual Studio 2010\Projects\PexFaultLocalization\SiemensSuite\PrintTokens2\PrintTokens2\original.cs,401,401,17,18,0,0,14,2
C:\Users\Chris\Documents\Visual Studio 2010\Projects\PexFaultLocalization\SiemensSuite\PrintTokens2\PrintTokens2\original.cs,469,469,13,14,0,0,1,2
C:\Users\Chris\Documents\Visual Studio 2010\Projects\PexFaultLocalization\SiemensSuite\PrintTokens2\PrintTokens2\original.cs,470,470,17,31,0,0,1,2
C:\Users\Chris\Documents\Visual Studio 2010\Projects\PexFaultLocalization\SiemensSuite\PrintTokens2\PrintTokens2\original.cs,252,252,13,14,0,0,10,3
C:\Users\Chris\Documents\Visual Studio 2010\Projects\PexFaultLocalization\SiemensSuite\PrintTokens2\PrintTokens2\original.cs,253,253,17,55,0,0,10,3
C:\Users\Chris\Documents\Visual Studio 2010\Projects\PexFaultLocalization\SiemensSuite\PrintTokens2\PrintTokens2\original.cs,254,254,13,14,0,0,10,3
C:\Users\Chris\Documents\Visual Studio 2010\Projects\PexFaultLocalization\SiemensSuite\PrintTokens2\PrintTokens2\original.cs,451,451,13,33,0,0,2,1
C:\Users\Chris\Documents\Visual Studio 2010\Projects\PexFaultLocalization\SiemensSuite\PrintTokens2\PrintTokens2\original.cs,452,452,13,14,0,0,1,3
C:\Users\Chris\Documents\Visual Studio 2010\Projects\PexFaultLocalization\SiemensSuite\PrintTokens2\PrintTokens2\original.cs,453,453,17,50,0,0,1,3
C:\Users\Chris\Documents\Visual Studio 2010\Projects\PexFaultLocalization\SiemensSuite\PrintTokens2\PrintTokens2\original.cs,454,454,17,24,0,0,1,3
C:\Users\Chris\Documents\Visual Studio 2010\Projects\PexFaultLocalization\SiemensSuite\PrintTokens2\PrintTokens2\original.cs,292,292,17,31,0,0,3,1
C:\Users\Chris\Documents\Visual Studio 2010\Projects\PexFaultLocalization\SiemensSuite\PrintTokens2\PrintTokens2\original.cs,237,237,44,57,0,0,2,1
C:\Users\Chris\Documents\Visual Studio 2010\Projects\PexFaultLocalization\SiemensSuite\PrintTokens2\PrintTokens2\original.cs,207,207,13,33,0,0,5,1
C:\Users\Chris\Documents\Visual Studio 2010\Projects\PexFaultLocalization\SiemensSuite\PrintTokens2\PrintTokens2\original.cs,215,215,13,56,0,0,3,2
C:\Users\Chris\Documents\Visual Studio 2010\Projects\PexFaultLocalization\SiemensSuite\PrintTokens2\PrintTokens2\original.cs,216,216,13,53,0,0,3,2
C:\Users\Chris\Documents\Visual Studio 2010\Projects\PexFaultLocalization\SiemensSuite\PrintTokens2\PrintTokens2\original.cs,216,216,54,68,0,0,2,1
C:\Users\Chris\Documents\Visual Studio 2010\Projects\PexFaultLocalization\SiemensSuite\PrintTokens2\PrintTokens2\original.cs,65,65,9,10,0,0,2,3
C:\Users\Chris\Documents\Visual Studio 2010\Projects\PexFaultLocalization\SiemensSuite\PrintTokens2\PrintTokens2\original.cs,68,68,13,31,0,0,2,3
C:\Users\Chris\Documents\Visual Studio 2010\Projects\PexFaultLocalization\SiemensSuite\PrintTokens2\PrintTokens2\original.cs,70,70,18,91,0,0,2,3
C:\Users\Chris\Documents\Visual Studio 2010\Projects\PexFaultLocalization\SiemensSuite\PrintTokens2\PrintTokens2\original.cs,437,437,13,14,0,0,1,3
C:\Users\Chris\Documents\Visual Studio 2010\Projects\PexFaultLocalization\SiemensSuite\PrintTokens2\PrintTokens2\original.cs,438,438,17,51,0,0,1,3
C:\Users\Chris\Documents\Visual Studio 2010\Projects\PexFaultLocalization\SiemensSuite\PrintTokens2\PrintTokens2\original.cs,439,439,17,24,0,0,1,3
C:\Users\Chris\Documents\Visual Studio 2010\Projects\PexFaultLocalization\SiemensSuite\PrintTokens2\PrintTokens2\original.cs,208,208,13,14,0,0,2,2
C:\Users\Chris\Documents\Visual Studio 2010\Projects\PexFaultLocalization\SiemensSuite\PrintTokens2\PrintTokens2\original.cs,209,209,17,32,0,0,2,2
C:\Users\Chris\Documents\Visual Studio 2010\Projects\PexFaultLocalization\SiemensSuite\PrintTokens2\PrintTokens2\original.cs,212,212,21,36,0,0,1,1
C:\Users\Chris\Documents\Visual Studio 2010\Projects\PexFaultLocalization\SiemensSuite\PrintTokens2\PrintTokens2\original.cs,477,477,13,14,0,0,1,2
C:\Users\Chris\Documents\Visual Studio 2010\Projects\PexFaultLocalization\SiemensSuite\PrintTokens2\PrintTokens2\original.cs,478,478,17,31,0,0,1,2
C:\Users\Chris\Documents\Visual Studio 2010\Projects\PexFaultLocalization\SiemensSuite\PrintTokens2\PrintTokens2\original.cs,305,305,17,31,0,0,3,1
C:\Users\Chris\Documents\Visual Studio 2010\Projects\PexFaultLocalization\SiemensSuite\PrintTokens2\PrintTokens2\original.cs,489,489,13,14,0,0,1,2
C:\Users\Chris\Documents\Visual Studio 2010\Projects\PexFaultLocalization\SiemensSuite\PrintTokens2\PrintTokens2\original.cs,490,490,17,31,0,0,1,2
C:\Users\Chris\Documents\Visual Studio 2010\Projects\PexFaultLocalization\SiemensSuite\PrintTokens2\PrintTokens2\original.cs,236,236,42,59,0,0,2,1
C:\Users\Chris\Documents\Visual Studio 2010\Projects\PexFaultLocalization\SiemensSuite\PrintTokens2\PrintTokens2\original.cs,202,202,21,35,0,0,1,1
C:\Users\Chris\Documents\Visual Studio 2010\Projects\PexFaultLocalization\SiemensSuite\PrintTokens2\PrintTokens2\original.cs,278,278,17,41,0,0,1,1
C:\Users\Chris\Documents\Visual Studio 2010\Projects\PexFaultLocalization\SiemensSuite\PrintTokens2\PrintTokens2\original.cs,493,493,13,14,0,0,1,2
C:\Users\Chris\Documents\Visual Studio 2010\Projects\PexFaultLocalization\SiemensSuite\PrintTokens2\PrintTokens2\original.cs,494,494,17,31,0,0,1,2
C:\Users\Chris\Documents\Visual Studio 2010\Projects\PexFaultLocalization\SiemensSuite\PrintTokens2\PrintTokens2\original.cs,353,353,25,40,0,0,8,1
C:\Users\Chris\Documents\Visual Studio 2010\Projects\PexFaultLocalization\SiemensSuite\PrintTokens2\PrintTokens2\original.cs,269,269,13,14,0,0,2,3
C:\Users\Chris\Documents\Visual Studio 2010\Projects\PexFaultLocalization\SiemensSuite\PrintTokens2\PrintTokens2\original.cs,270,270,17,52,0,0,2,3
C:\Users\Chris\Documents\Visual Studio 2010\Projects\PexFaultLocalization\SiemensSuite\PrintTokens2\PrintTokens2\original.cs,271,271,13,14,0,0,2,3
C:\Users\Chris\Documents\Visual Studio 2010\Projects\PexFaultLocalization\SiemensSuite\PrintTokens2\PrintTokens2\original.cs,234,234,47,69,0,0,4,1
C:\Users\Chris\Documents\Visual Studio 2010\Projects\PexFaultLocalization\SiemensSuite\PrintTokens2\PrintTokens2\original.cs,332,332,17,31,0,0,3,1
C:\Users\Chris\Documents\Visual Studio 2010\Projects\PexFaultLocalization\SiemensSuite\PrintTokens2\PrintTokens2\original.cs,273,273,13,14,0,0,1,4
C:\Users\Chris\Documents\Visual Studio 2010\Projects\PexFaultLocalization\SiemensSuite\PrintTokens2\PrintTokens2\original.cs,274,274,17,31,0,0,1,4
C:\Users\Chris\Documents\Visual Studio 2010\Projects\PexFaultLocalization\SiemensSuite\PrintTokens2\PrintTokens2\original.cs,275,275,17,59,0,0,1,4
C:\Users\Chris\Documents\Visual Studio 2010\Projects\PexFaultLocalization\SiemensSuite\PrintTokens2\PrintTokens2\original.cs,276,276,13,14,0,0,1,4
C:\Users\Chris\Documents\Visual Studio 2010\Projects\PexFaultLocalization\SiemensSuite\PrintTokens2\PrintTokens2\original.cs,235,235,48,71,0,0,2,1
C:\Users\Chris\Documents\Visual Studio 2010\Projects\PexFaultLocalization\SiemensSuite\PrintTokens2\PrintTokens2\original.cs,432,432,13,14,0,0,1,3
